vote_type,votes,perc_emit,ubigeo,ambito,departamento,provincia,distrito
TOTAL DE VOTOS VÁLIDOS,253.0,93.015,010410,PERÚ,AMAZONAS,LUYA,LUYA VIEJO
VOTOS EN BLANCO,4.0,1.471,010410,PERÚ,AMAZONAS,LUYA,LUYA VIEJO
VOTOS NULOS,15.0,5.515,010410,PERÚ,AMAZONAS,LUYA,LUYA VIEJO
TOTAL DE VOTOS EMITIDOS,272.0,100.0,010410,PERÚ,AMAZONAS,LUYA,LUYA VIEJO
TOTAL DE VOTOS VÁLIDOS,472.0,93.465,010411,PERÚ,AMAZONAS,LUYA,MARIA
VOTOS EN BLANCO,8.0,1.584,010411,PERÚ,AMAZONAS,LUYA,MARIA
VOTOS NULOS,25.0,4.95,010411,PERÚ,AMAZONAS,LUYA,MARIA
TOTAL DE VOTOS EMITIDOS,505.0,100.0,010411,PERÚ,AMAZONAS,LUYA,MARIA
TOTAL DE VOTOS VÁLIDOS,1470.0,93.156,010412,PERÚ,AMAZONAS,LUYA,OCALLI
VOTOS EN BLANCO,29.0,1.838,010412,PERÚ,AMAZONAS,LUYA,OCALLI
VOTOS NULOS,79.0,5.006,010412,PERÚ,AMAZONAS,LUYA,OCALLI
TOTAL DE VOTOS EMITIDOS,1578.0,100.0,010412,PERÚ,AMAZONAS,LUYA,OCALLI
TOTAL DE VOTOS VÁLIDOS,1407.0,91.304,010413,PERÚ,AMAZONAS,LUYA,OCUMAL
VOTOS EN BLANCO,24.0,1.557,010413,PERÚ,AMAZONAS,LUYA,OCUMAL
VOTOS NULOS,110.0,7.138,010413,PERÚ,AMAZONAS,LUYA,OCUMAL
TOTAL DE VOTOS EMITIDOS,1541.0,100.0,010413,PERÚ,AMAZONAS,LUYA,OCUMAL
TOTAL DE VOTOS VÁLIDOS,1492.0,90.754,010414,PERÚ,AMAZONAS,LUYA,PISUQUIA
VOTOS EN BLANCO,35.0,2.129,010414,PERÚ,AMAZONAS,LUYA,PISUQUIA
VOTOS NULOS,117.0,7.117,010414,PERÚ,AMAZONAS,LUYA,PISUQUIA
TOTAL DE VOTOS EMITIDOS,1644.0,100.0,010414,PERÚ,AMAZONAS,LUYA,PISUQUIA
TOTAL DE VOTOS VÁLIDOS,509.0,92.377,010423,PERÚ,AMAZONAS,LUYA,PROVIDENCIA
VOTOS EN BLANCO,10.0,1.815,010423,PERÚ,AMAZONAS,LUYA,PROVIDENCIA
VOTOS NULOS,32.0,5.808,010423,PERÚ,AMAZONAS,LUYA,PROVIDENCIA
TOTAL DE VOTOS EMITIDOS,551.0,100.0,010423,PERÚ,AMAZONAS,LUYA,PROVIDENCIA
TOTAL DE VOTOS VÁLIDOS,338.0,94.15,010415,PERÚ,AMAZONAS,LUYA,SAN CRISTOBAL
VOTOS EN BLANCO,4.0,1.114,010415,PERÚ,AMAZONAS,LUYA,SAN CRISTOBAL
VOTOS NULOS,17.0,4.735,010415,PERÚ,AMAZONAS,LUYA,SAN CRISTOBAL
TOTAL DE VOTOS EMITIDOS,359.0,100.0,010415,PERÚ,AMAZONAS,LUYA,SAN CRISTOBAL
TOTAL DE VOTOS VÁLIDOS,409.0,94.676,010416,PERÚ,AMAZONAS,LUYA,SAN FRANCISCO DE YESO
VOTOS EN BLANCO,7.0,1.62,010416,PERÚ,AMAZONAS,LUYA,SAN FRANCISCO DE YESO
VOTOS NULOS,16.0,3.704,010416,PERÚ,AMAZONAS,LUYA,SAN FRANCISCO DE YESO
TOTAL DE VOTOS EMITIDOS,432.0,100.0,010416,PERÚ,AMAZONAS,LUYA,SAN FRANCISCO DE YESO
TOTAL DE VOTOS VÁLIDOS,381.0,92.927,010417,PERÚ,AMAZONAS,LUYA,SAN JERONIMO
VOTOS EN BLANCO,7.0,1.707,010417,PERÚ,AMAZONAS,LUYA,SAN JERONIMO
VOTOS NULOS,22.0,5.366,010417,PERÚ,AMAZONAS,LUYA,SAN JERONIMO
TOTAL DE VOTOS EMITIDOS,410.0,100.0,010417,PERÚ,AMAZONAS,LUYA,SAN JERONIMO
TOTAL DE VOTOS VÁLIDOS,260.0,93.19,010418,PERÚ,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA
VOTOS EN BLANCO,1.0,0.358,010418,PERÚ,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA
VOTOS NULOS,18.0,6.452,010418,PERÚ,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA
TOTAL DE VOTOS EMITIDOS,279.0,100.0,010418,PERÚ,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA
TOTAL DE VOTOS VÁLIDOS,680.0,96.728,010419,PERÚ,AMAZONAS,LUYA,SANTA CATALINA
VOTOS EN BLANCO,8.0,1.138,010419,PERÚ,AMAZONAS,LUYA,SANTA CATALINA
VOTOS NULOS,15.0,2.134,010419,PERÚ,AMAZONAS,LUYA,SANTA CATALINA
TOTAL DE VOTOS EMITIDOS,703.0,100.0,010419,PERÚ,AMAZONAS,LUYA,SANTA CATALINA
TOTAL DE VOTOS VÁLIDOS,1476.0,94.373,010420,PERÚ,AMAZONAS,LUYA,SANTO TOMAS
VOTOS EN BLANCO,16.0,1.023,010420,PERÚ,AMAZONAS,LUYA,SANTO TOMAS
VOTOS NULOS,72.0,4.604,010420,PERÚ,AMAZONAS,LUYA,SANTO TOMAS
TOTAL DE VOTOS EMITIDOS,1564.0,100.0,010420,PERÚ,AMAZONAS,LUYA,SANTO TOMAS
TOTAL DE VOTOS VÁLIDOS,722.0,94.379,010421,PERÚ,AMAZONAS,LUYA,TINGO
VOTOS EN BLANCO,12.0,1.569,010421,PERÚ,AMAZONAS,LUYA,TINGO
VOTOS NULOS,31.0,4.052,010421,PERÚ,AMAZONAS,LUYA,TINGO
TOTAL DE VOTOS EMITIDOS,765.0,100.0,010421,PERÚ,AMAZONAS,LUYA,TINGO
TOTAL DE VOTOS VÁLIDOS,701.0,93.094,010422,PERÚ,AMAZONAS,LUYA,TRITA
VOTOS EN BLANCO,12.0,1.594,010422,PERÚ,AMAZONAS,LUYA,TRITA
VOTOS NULOS,40.0,5.312,010422,PERÚ,AMAZONAS,LUYA,TRITA
TOTAL DE VOTOS EMITIDOS,753.0,100.0,010422,PERÚ,AMAZONAS,LUYA,TRITA
TOTAL DE VOTOS VÁLIDOS,12845.0,94.407,010500,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,TODOS
VOTOS EN BLANCO,153.0,1.125,010500,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,TODOS
VOTOS NULOS,608.0,4.469,010500,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,TODOS
TOTAL DE VOTOS EMITIDOS,13606.0,100.0,010500,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,TODOS
TOTAL DE VOTOS VÁLIDOS,821.0,93.295,010503,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO
VOTOS EN BLANCO,10.0,1.136,010503,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO
VOTOS NULOS,49.0,5.568,010503,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO
TOTAL DE VOTOS EMITIDOS,880.0,100.0,010503,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO
TOTAL DE VOTOS VÁLIDOS,451.0,94.549,010502,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL
VOTOS EN BLANCO,4.0,0.839,010502,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL
VOTOS NULOS,22.0,4.612,010502,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL
TOTAL DE VOTOS EMITIDOS,477.0,100.0,010502,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL
TOTAL DE VOTOS VÁLIDOS,1577.0,95.115,010504,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO
VOTOS EN BLANCO,13.0,0.784,010504,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO
VOTOS NULOS,68.0,4.101,010504,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO
TOTAL DE VOTOS EMITIDOS,1658.0,100.0,010504,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO
TOTAL DE VOTOS VÁLIDOS,882.0,95.043,010505,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA
VOTOS EN BLANCO,9.0,0.97,010505,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA
VOTOS NULOS,37.0,3.987,010505,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA
TOTAL DE VOTOS EMITIDOS,928.0,100.0,010505,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA
TOTAL DE VOTOS VÁLIDOS,890.0,92.708,010506,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR
VOTOS EN BLANCO,11.0,1.146,010506,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR
VOTOS NULOS,59.0,6.146,010506,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR
TOTAL DE VOTOS EMITIDOS,960.0,100.0,010506,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR
TOTAL DE VOTOS VÁLIDOS,1067.0,95.609,010508,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES
VOTOS EN BLANCO,13.0,1.165,010508,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES
VOTOS NULOS,36.0,3.226,010508,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES
TOTAL DE VOTOS EMITIDOS,1116.0,100.0,010508,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES
TOTAL DE VOTOS VÁLIDOS,358.0,92.506,010507,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC
VOTOS EN BLANCO,5.0,1.292,010507,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC
VOTOS NULOS,24.0,6.202,010507,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC
TOTAL DE VOTOS EMITIDOS,387.0,100.0,010507,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC
TOTAL DE VOTOS VÁLIDOS,3068.0,93.88,010509,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA
VOTOS EN BLANCO,38.0,1.163,010509,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA
VOTOS NULOS,162.0,4.957,010509,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA
TOTAL DE VOTOS EMITIDOS,3268.0,100.0,010509,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA
TOTAL DE VOTOS VÁLIDOS,2378.0,94.854,010501,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS
VOTOS EN BLANCO,33.0,1.316,010501,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS
VOTOS NULOS,96.0,3.829,010501,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS
TOTAL DE VOTOS EMITIDOS,2507.0,100.0,010501,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS
TOTAL DE VOTOS VÁLIDOS,332.0,95.129,010510,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA
VOTOS EN BLANCO,5.0,1.433,010510,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA
VOTOS NULOS,12.0,3.438,010510,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA
TOTAL DE VOTOS EMITIDOS,349.0,100.0,010510,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA
TOTAL DE VOTOS VÁLIDOS,271.0,95.423,010511,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA
VOTOS EN BLANCO,1.0,0.352,010511,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA
VOTOS NULOS,12.0,4.225,010511,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA
TOTAL DE VOTOS EMITIDOS,284.0,100.0,010511,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA
TOTAL DE VOTOS VÁLIDOS,750.0,94.697,010512,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE
VOTOS EN BLANCO,11.0,1.389,010512,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE
VOTOS NULOS,31.0,3.914,010512,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE
TOTAL DE VOTOS EMITIDOS,792.0,100.0,010512,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE
TOTAL DE VOTOS VÁLIDOS,51313.0,93.371,010700,PERÚ,AMAZONAS,UTCUBAMBA,TODOS
VOTOS EN BLANCO,606.0,1.103,010700,PERÚ,AMAZONAS,UTCUBAMBA,TODOS
VOTOS NULOS,3037.0,5.526,010700,PERÚ,AMAZONAS,UTCUBAMBA,TODOS
TOTAL DE VOTOS EMITIDOS,54956.0,100.0,010700,PERÚ,AMAZONAS,UTCUBAMBA,TODOS
TOTAL DE VOTOS VÁLIDOS,24556.0,93.287,010701,PERÚ,AMAZONAS,UTCUBAMBA,BAGUA GRANDE
VOTOS EN BLANCO,297.0,1.128,010701,PERÚ,AMAZONAS,UTCUBAMBA,BAGUA GRANDE
VOTOS NULOS,1470.0,5.584,010701,PERÚ,AMAZONAS,UTCUBAMBA,BAGUA GRANDE
TOTAL DE VOTOS EMITIDOS,26323.0,100.0,010701,PERÚ,AMAZONAS,UTCUBAMBA,BAGUA GRANDE
TOTAL DE VOTOS VÁLIDOS,11445.0,92.179,010702,PERÚ,AMAZONAS,UTCUBAMBA,CAJARURO
VOTOS EN BLANCO,140.0,1.128,010702,PERÚ,AMAZONAS,UTCUBAMBA,CAJARURO
VOTOS NULOS,831.0,6.693,010702,PERÚ,AMAZONAS,UTCUBAMBA,CAJARURO
TOTAL DE VOTOS EMITIDOS,12416.0,100.0,010702,PERÚ,AMAZONAS,UTCUBAMBA,CAJARURO
TOTAL DE VOTOS VÁLIDOS,3815.0,95.09,010703,PERÚ,AMAZONAS,UTCUBAMBA,CUMBA
VOTOS EN BLANCO,46.0,1.147,010703,PERÚ,AMAZONAS,UTCUBAMBA,CUMBA
VOTOS NULOS,151.0,3.764,010703,PERÚ,AMAZONAS,UTCUBAMBA,CUMBA
TOTAL DE VOTOS EMITIDOS,4012.0,100.0,010703,PERÚ,AMAZONAS,UTCUBAMBA,CUMBA
TOTAL DE VOTOS VÁLIDOS,2596.0,93.718,010704,PERÚ,AMAZONAS,UTCUBAMBA,EL MILAGRO
VOTOS EN BLANCO,38.0,1.372,010704,PERÚ,AMAZONAS,UTCUBAMBA,EL MILAGRO
VOTOS NULOS,136.0,4.91,010704,PERÚ,AMAZONAS,UTCUBAMBA,EL MILAGRO
TOTAL DE VOTOS EMITIDOS,2770.0,100.0,010704,PERÚ,AMAZONAS,UTCUBAMBA,EL MILAGRO
TOTAL DE VOTOS VÁLIDOS,3163.0,95.128,010705,PERÚ,AMAZONAS,UTCUBAMBA,JAMALCA
VOTOS EN BLANCO,26.0,0.782,010705,PERÚ,AMAZONAS,UTCUBAMBA,JAMALCA
VOTOS NULOS,136.0,4.09,010705,PERÚ,AMAZONAS,UTCUBAMBA,JAMALCA
TOTAL DE VOTOS EMITIDOS,3325.0,100.0,010705,PERÚ,AMAZONAS,UTCUBAMBA,JAMALCA
TOTAL DE VOTOS VÁLIDOS,4184.0,93.268,010706,PERÚ,AMAZONAS,UTCUBAMBA,LONYA GRANDE
VOTOS EN BLANCO,44.0,0.981,010706,PERÚ,AMAZONAS,UTCUBAMBA,LONYA GRANDE
VOTOS NULOS,258.0,5.751,010706,PERÚ,AMAZONAS,UTCUBAMBA,LONYA GRANDE
TOTAL DE VOTOS EMITIDOS,4486.0,100.0,010706,PERÚ,AMAZONAS,UTCUBAMBA,LONYA GRANDE
TOTAL DE VOTOS VÁLIDOS,1554.0,95.69,010707,PERÚ,AMAZONAS,UTCUBAMBA,YAMON
VOTOS EN BLANCO,15.0,0.924,010707,PERÚ,AMAZONAS,UTCUBAMBA,YAMON
VOTOS NULOS,55.0,3.387,010707,PERÚ,AMAZONAS,UTCUBAMBA,YAMON
TOTAL DE VOTOS EMITIDOS,1624.0,100.0,010707,PERÚ,AMAZONAS,UTCUBAMBA,YAMON
TOTAL DE VOTOS VÁLIDOS,595625.0,92.695,020000,PERÚ,ANCASH,TODOS,TODOS
VOTOS EN BLANCO,7831.0,1.219,020000,PERÚ,ANCASH,TODOS,TODOS
VOTOS NULOS,39107.0,6.086,020000,PERÚ,ANCASH,TODOS,TODOS
TOTAL DE VOTOS EMITIDOS,642563.0,100.0,020000,PERÚ,ANCASH,TODOS,TODOS
TOTAL DE VOTOS VÁLIDOS,595625.0,92.695,,PERÚ,ANCASH,TODOS,TODOS
VOTOS EN BLANCO,7831.0,1.219,,PERÚ,ANCASH,TODOS,TODOS
VOTOS NULOS,39107.0,6.086,,PERÚ,ANCASH,TODOS,TODOS
TOTAL DE VOTOS EMITIDOS,642563.0,100.0,,PERÚ,ANCASH,TODOS,TODOS
TOTAL DE VOTOS VÁLIDOS,4037.0,94.632,020200,PERÚ,ANCASH,AIJA,TODOS
VOTOS EN BLANCO,43.0,1.008,020200,PERÚ,ANCASH,AIJA,TODOS
VOTOS NULOS,186.0,4.36,020200,PERÚ,ANCASH,AIJA,TODOS
TOTAL DE VOTOS EMITIDOS,4266.0,100.0,020200,PERÚ,ANCASH,AIJA,TODOS
TOTAL DE VOTOS VÁLIDOS,1186.0,94.577,020201,PERÚ,ANCASH,AIJA,AIJA
VOTOS EN BLANCO,9.0,0.718,020201,PERÚ,ANCASH,AIJA,AIJA
VOTOS NULOS,59.0,4.705,020201,PERÚ,ANCASH,AIJA,AIJA
TOTAL DE VOTOS EMITIDOS,1254.0,100.0,020201,PERÚ,ANCASH,AIJA,AIJA
TOTAL DE VOTOS VÁLIDOS,899.0,94.235,020203,PERÚ,ANCASH,AIJA,CORIS
VOTOS EN BLANCO,15.0,1.572,020203,PERÚ,ANCASH,AIJA,CORIS
VOTOS NULOS,40.0,4.193,020203,PERÚ,ANCASH,AIJA,CORIS
TOTAL DE VOTOS EMITIDOS,954.0,100.0,020203,PERÚ,ANCASH,AIJA,CORIS
TOTAL DE VOTOS VÁLIDOS,277.0,94.539,020205,PERÚ,ANCASH,AIJA,HUACLLAN
VOTOS EN BLANCO,3.0,1.024,020205,PERÚ,ANCASH,AIJA,HUACLLAN
VOTOS NULOS,13.0,4.437,020205,PERÚ,ANCASH,AIJA,HUACLLAN
TOTAL DE VOTOS EMITIDOS,293.0,100.0,020205,PERÚ,ANCASH,AIJA,HUACLLAN
TOTAL DE VOTOS VÁLIDOS,1194.0,94.612,020206,PERÚ,ANCASH,AIJA,LA MERCED
VOTOS EN BLANCO,14.0,1.109,020206,PERÚ,ANCASH,AIJA,LA MERCED
VOTOS NULOS,54.0,4.279,020206,PERÚ,ANCASH,AIJA,LA MERCED
TOTAL DE VOTOS EMITIDOS,1262.0,100.0,020206,PERÚ,ANCASH,AIJA,LA MERCED
TOTAL DE VOTOS VÁLIDOS,481.0,95.626,020208,PERÚ,ANCASH,AIJA,SUCCHA
VOTOS EN BLANCO,2.0,0.398,020208,PERÚ,ANCASH,AIJA,SUCCHA
VOTOS NULOS,20.0,3.976,020208,PERÚ,ANCASH,AIJA,SUCCHA
TOTAL DE VOTOS EMITIDOS,503.0,100.0,020208,PERÚ,ANCASH,AIJA,SUCCHA
TOTAL DE VOTOS VÁLIDOS,5711.0,88.873,021600,PERÚ,ANCASH,ANTONIO RAIMONDI,TODOS
VOTOS EN BLANCO,209.0,3.252,021600,PERÚ,ANCASH,ANTONIO RAIMONDI,TODOS
VOTOS NULOS,506.0,7.874,021600,PERÚ,ANCASH,ANTONIO RAIMONDI,TODOS
TOTAL DE VOTOS EMITIDOS,6426.0,100.0,021600,PERÚ,ANCASH,ANTONIO RAIMONDI,TODOS
TOTAL DE VOTOS VÁLIDOS,858.0,92.357,021602,PERÚ,ANCASH,ANTONIO RAIMONDI,ACZO
VOTOS EN BLANCO,22.0,2.368,021602,PERÚ,ANCASH,ANTONIO RAIMONDI,ACZO
VOTOS NULOS,49.0,5.274,021602,PERÚ,ANCASH,ANTONIO RAIMONDI,ACZO
TOTAL DE VOTOS EMITIDOS,929.0,100.0,021602,PERÚ,ANCASH,ANTONIO RAIMONDI,ACZO
TOTAL DE VOTOS VÁLIDOS,678.0,89.446,021603,PERÚ,ANCASH,ANTONIO RAIMONDI,CHACCHO
VOTOS EN BLANCO,26.0,3.43,021603,PERÚ,ANCASH,ANTONIO RAIMONDI,CHACCHO
VOTOS NULOS,54.0,7.124,021603,PERÚ,ANCASH,ANTONIO RAIMONDI,CHACCHO
TOTAL DE VOTOS EMITIDOS,758.0,100.0,021603,PERÚ,ANCASH,ANTONIO RAIMONDI,CHACCHO
TOTAL DE VOTOS VÁLIDOS,885.0,91.237,021604,PERÚ,ANCASH,ANTONIO RAIMONDI,CHINGAS
VOTOS EN BLANCO,21.0,2.165,021604,PERÚ,ANCASH,ANTONIO RAIMONDI,CHINGAS
VOTOS NULOS,64.0,6.598,021604,PERÚ,ANCASH,ANTONIO RAIMONDI,CHINGAS
TOTAL DE VOTOS EMITIDOS,970.0,100.0,021604,PERÚ,ANCASH,ANTONIO RAIMONDI,CHINGAS
TOTAL DE VOTOS VÁLIDOS,1230.0,87.732,021601,PERÚ,ANCASH,ANTONIO RAIMONDI,LLAMELLIN
VOTOS EN BLANCO,37.0,2.639,021601,PERÚ,ANCASH,ANTONIO RAIMONDI,LLAMELLIN
VOTOS NULOS,135.0,9.629,021601,PERÚ,ANCASH,ANTONIO RAIMONDI,LLAMELLIN
TOTAL DE VOTOS EMITIDOS,1402.0,100.0,021601,PERÚ,ANCASH,ANTONIO RAIMONDI,LLAMELLIN
TOTAL DE VOTOS VÁLIDOS,1622.0,86.784,021605,PERÚ,ANCASH,ANTONIO RAIMONDI,MIRGAS
VOTOS EN BLANCO,91.0,4.869,021605,PERÚ,ANCASH,ANTONIO RAIMONDI,MIRGAS
VOTOS NULOS,156.0,8.347,021605,PERÚ,ANCASH,ANTONIO RAIMONDI,MIRGAS
TOTAL DE VOTOS EMITIDOS,1869.0,100.0,021605,PERÚ,ANCASH,ANTONIO RAIMONDI,MIRGAS
TOTAL DE VOTOS VÁLIDOS,438.0,87.952,021606,PERÚ,ANCASH,ANTONIO RAIMONDI,SAN JUAN DE RONTOY
VOTOS EN BLANCO,12.0,2.41,021606,PERÚ,ANCASH,ANTONIO RAIMONDI,SAN JUAN DE RONTOY
VOTOS NULOS,48.0,9.639,021606,PERÚ,ANCASH,ANTONIO RAIMONDI,SAN JUAN DE RONTOY
TOTAL DE VOTOS EMITIDOS,498.0,100.0,021606,PERÚ,ANCASH,ANTONIO RAIMONDI,SAN JUAN DE RONTOY
TOTAL DE VOTOS VÁLIDOS,3550.0,87.546,021800,PERÚ,ANCASH,ASUNCION,TODOS
VOTOS EN BLANCO,122.0,3.009,021800,PERÚ,ANCASH,ASUNCION,TODOS
VOTOS NULOS,383.0,9.445,021800,PERÚ,ANCASH,ASUNCION,TODOS
TOTAL DE VOTOS EMITIDOS,4055.0,100.0,021800,PERÚ,ANCASH,ASUNCION,TODOS
TOTAL DE VOTOS VÁLIDOS,1426.0,85.543,021802,PERÚ,ANCASH,ASUNCION,ACOCHACA
VOTOS EN BLANCO,64.0,3.839,021802,PERÚ,ANCASH,ASUNCION,ACOCHACA
VOTOS NULOS,177.0,10.618,021802,PERÚ,ANCASH,ASUNCION,ACOCHACA
TOTAL DE VOTOS EMITIDOS,1667.0,100.0,021802,PERÚ,ANCASH,ASUNCION,ACOCHACA
TOTAL DE VOTOS VÁLIDOS,2124.0,88.945,021801,PERÚ,ANCASH,ASUNCION,CHACAS
VOTOS EN BLANCO,58.0,2.429,021801,PERÚ,ANCASH,ASUNCION,CHACAS
VOTOS NULOS,206.0,8.626,021801,PERÚ,ANCASH,ASUNCION,CHACAS
TOTAL DE VOTOS EMITIDOS,2388.0,100.0,021801,PERÚ,ANCASH,ASUNCION,CHACAS
TOTAL DE VOTOS VÁLIDOS,12793.0,94.581,020300,PERÚ,ANCASH,BOLOGNESI,TODOS
VOTOS EN BLANCO,162.0,1.198,020300,PERÚ,ANCASH,BOLOGNESI,TODOS
VOTOS NULOS,571.0,4.221,020300,PERÚ,ANCASH,BOLOGNESI,TODOS
TOTAL DE VOTOS EMITIDOS,13526.0,100.0,020300,PERÚ,ANCASH,BOLOGNESI,TODOS
TOTAL DE VOTOS VÁLIDOS,140.0,97.222,020302,PERÚ,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA
VOTOS EN BLANCO,0.0,0.0,020302,PERÚ,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA
VOTOS NULOS,4.0,2.778,020302,PERÚ,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA
TOTAL DE VOTOS EMITIDOS,144.0,100.0,020302,PERÚ,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA
TOTAL DE VOTOS VÁLIDOS,813.0,94.977,020321,PERÚ,ANCASH,BOLOGNESI,ANTONIO RAIMONDI
VOTOS EN BLANCO,11.0,1.285,020321,PERÚ,ANCASH,BOLOGNESI,ANTONIO RAIMONDI
VOTOS NULOS,32.0,3.738,020321,PERÚ,ANCASH,BOLOGNESI,ANTONIO RAIMONDI
TOTAL DE VOTOS EMITIDOS,856.0,100.0,020321,PERÚ,ANCASH,BOLOGNESI,ANTONIO RAIMONDI
TOTAL DE VOTOS VÁLIDOS,1146.0,91.827,020304,PERÚ,ANCASH,BOLOGNESI,AQUIA
VOTOS EN BLANCO,15.0,1.202,020304,PERÚ,ANCASH,BOLOGNESI,AQUIA
VOTOS NULOS,87.0,6.971,020304,PERÚ,ANCASH,BOLOGNESI,AQUIA
TOTAL DE VOTOS EMITIDOS,1248.0,100.0,020304,PERÚ,ANCASH,BOLOGNESI,AQUIA
TOTAL DE VOTOS VÁLIDOS,1014.0,96.296,020305,PERÚ,ANCASH,BOLOGNESI,CAJACAY
VOTOS EN BLANCO,13.0,1.235,020305,PERÚ,ANCASH,BOLOGNESI,CAJACAY
VOTOS NULOS,26.0,2.469,020305,PERÚ,ANCASH,BOLOGNESI,CAJACAY
TOTAL DE VOTOS EMITIDOS,1053.0,100.0,020305,PERÚ,ANCASH,BOLOGNESI,CAJACAY
TOTAL DE VOTOS VÁLIDOS,177.0,97.79,020322,PERÚ,ANCASH,BOLOGNESI,CANIS
VOTOS EN BLANCO,2.0,1.105,020322,PERÚ,ANCASH,BOLOGNESI,CANIS
VOTOS NULOS,2.0,1.105,020322,PERÚ,ANCASH,BOLOGNESI,CANIS
TOTAL DE VOTOS EMITIDOS,181.0,100.0,020322,PERÚ,ANCASH,BOLOGNESI,CANIS
TOTAL DE VOTOS VÁLIDOS,2050.0,94.21,020301,PERÚ,ANCASH,BOLOGNESI,CHIQUIAN
VOTOS EN BLANCO,23.0,1.057,020301,PERÚ,ANCASH,BOLOGNESI,CHIQUIAN
