party,votes,perc_valid,perc_emit,ubigeo,ambito,departamento,provincia,distrito
PERUANOS POR EL KAMBIO ,628.0,48.758,44.288,060602,PERÚ,CAJAMARCA,CHOTA,ANGUIA
FUERZA POPULAR ,660.0,51.242,46.544,060602,PERÚ,CAJAMARCA,CHOTA,ANGUIA
PERUANOS POR EL KAMBIO ,1131.0,69.132,61.568,060605,PERÚ,CAJAMARCA,CHOTA,CHADIN
FUERZA POPULAR ,505.0,30.868,27.49,060605,PERÚ,CAJAMARCA,CHOTA,CHADIN
PERUANOS POR EL KAMBIO ,3451.0,72.076,65.708,060619,PERÚ,CAJAMARCA,CHOTA,CHALAMARCA
FUERZA POPULAR ,1337.0,27.924,25.457,060619,PERÚ,CAJAMARCA,CHOTA,CHALAMARCA
PERUANOS POR EL KAMBIO ,1098.0,51.598,46.983,060606,PERÚ,CAJAMARCA,CHOTA,CHIGUIRIP
FUERZA POPULAR ,1030.0,48.402,44.074,060606,PERÚ,CAJAMARCA,CHOTA,CHIGUIRIP
PERUANOS POR EL KAMBIO ,0.0,0.0,0.0,060607,PERÚ,CAJAMARCA,CHOTA,CHIMBAN
FUERZA POPULAR ,0.0,0.0,0.0,060607,PERÚ,CAJAMARCA,CHOTA,CHIMBAN
PERUANOS POR EL KAMBIO ,594.0,64.495,52.427,060618,PERÚ,CAJAMARCA,CHOTA,CHOROPAMPA
FUERZA POPULAR ,327.0,35.505,28.861,060618,PERÚ,CAJAMARCA,CHOTA,CHOROPAMPA
PERUANOS POR EL KAMBIO ,16110.0,63.893,58.108,060601,PERÚ,CAJAMARCA,CHOTA,CHOTA
FUERZA POPULAR ,9104.0,36.107,32.838,060601,PERÚ,CAJAMARCA,CHOTA,CHOTA
PERUANOS POR EL KAMBIO ,998.0,36.624,33.808,060603,PERÚ,CAJAMARCA,CHOTA,COCHABAMBA
FUERZA POPULAR ,1727.0,63.376,58.503,060603,PERÚ,CAJAMARCA,CHOTA,COCHABAMBA
PERUANOS POR EL KAMBIO ,1210.0,46.917,42.877,060604,PERÚ,CAJAMARCA,CHOTA,CONCHAN
FUERZA POPULAR ,1369.0,53.083,48.512,060604,PERÚ,CAJAMARCA,CHOTA,CONCHAN
PERUANOS POR EL KAMBIO ,1052.0,27.389,24.431,060608,PERÚ,CAJAMARCA,CHOTA,HUAMBOS
FUERZA POPULAR ,2789.0,72.611,64.77,060608,PERÚ,CAJAMARCA,CHOTA,HUAMBOS
PERUANOS POR EL KAMBIO ,3295.0,49.616,45.448,060609,PERÚ,CAJAMARCA,CHOTA,LAJAS
FUERZA POPULAR ,3346.0,50.384,46.152,060609,PERÚ,CAJAMARCA,CHOTA,LAJAS
PERUANOS POR EL KAMBIO ,1282.0,40.972,38.269,060610,PERÚ,CAJAMARCA,CHOTA,LLAMA
FUERZA POPULAR ,1847.0,59.028,55.134,060610,PERÚ,CAJAMARCA,CHOTA,LLAMA
PERUANOS POR EL KAMBIO ,592.0,43.787,39.946,060611,PERÚ,CAJAMARCA,CHOTA,MIRACOSTA
FUERZA POPULAR ,760.0,56.213,51.282,060611,PERÚ,CAJAMARCA,CHOTA,MIRACOSTA
PERUANOS POR EL KAMBIO ,1542.0,68.87,62.785,060612,PERÚ,CAJAMARCA,CHOTA,PACCHA
FUERZA POPULAR ,697.0,31.13,28.379,060612,PERÚ,CAJAMARCA,CHOTA,PACCHA
PERUANOS POR EL KAMBIO ,412.0,66.026,62.709,060613,PERÚ,CAJAMARCA,CHOTA,PION
FUERZA POPULAR ,212.0,33.974,32.268,060613,PERÚ,CAJAMARCA,CHOTA,PION
PERUANOS POR EL KAMBIO ,1736.0,50.304,47.11,060614,PERÚ,CAJAMARCA,CHOTA,QUEROCOTO
FUERZA POPULAR ,1715.0,49.696,46.54,060614,PERÚ,CAJAMARCA,CHOTA,QUEROCOTO
PERUANOS POR EL KAMBIO ,288.0,54.962,52.08,060617,PERÚ,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS
FUERZA POPULAR ,236.0,45.038,42.676,060617,PERÚ,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS
PERUANOS POR EL KAMBIO ,3622.0,55.956,51.021,060615,PERÚ,CAJAMARCA,CHOTA,TACABAMBA
FUERZA POPULAR ,2851.0,44.044,40.161,060615,PERÚ,CAJAMARCA,CHOTA,TACABAMBA
PERUANOS POR EL KAMBIO ,268.0,45.424,42.271,060616,PERÚ,CAJAMARCA,CHOTA,TOCMOCHE
FUERZA POPULAR ,322.0,54.576,50.789,060616,PERÚ,CAJAMARCA,CHOTA,TOCMOCHE
PERUANOS POR EL KAMBIO ,6584.0,43.256,39.927,060400,PERÚ,CAJAMARCA,CONTUMAZA,TODOS
FUERZA POPULAR ,8637.0,56.744,52.377,060400,PERÚ,CAJAMARCA,CONTUMAZA,TODOS
PERUANOS POR EL KAMBIO ,862.0,47.942,45.778,060403,PERÚ,CAJAMARCA,CONTUMAZA,CHILETE
FUERZA POPULAR ,936.0,52.058,49.708,060403,PERÚ,CAJAMARCA,CONTUMAZA,CHILETE
PERUANOS POR EL KAMBIO ,2045.0,57.203,50.519,060401,PERÚ,CAJAMARCA,CONTUMAZA,CONTUMAZA
FUERZA POPULAR ,1530.0,42.797,37.796,060401,PERÚ,CAJAMARCA,CONTUMAZA,CONTUMAZA
PERUANOS POR EL KAMBIO ,228.0,25.998,25.138,060406,PERÚ,CAJAMARCA,CONTUMAZA,CUPISNIQUE
FUERZA POPULAR ,649.0,74.002,71.555,060406,PERÚ,CAJAMARCA,CONTUMAZA,CUPISNIQUE
PERUANOS POR EL KAMBIO ,428.0,33.914,28.783,060404,PERÚ,CAJAMARCA,CONTUMAZA,GUZMANGO
FUERZA POPULAR ,834.0,66.086,56.086,060404,PERÚ,CAJAMARCA,CONTUMAZA,GUZMANGO
PERUANOS POR EL KAMBIO ,630.0,32.812,31.08,060405,PERÚ,CAJAMARCA,CONTUMAZA,SAN BENITO
FUERZA POPULAR ,1290.0,67.188,63.641,060405,PERÚ,CAJAMARCA,CONTUMAZA,SAN BENITO
PERUANOS POR EL KAMBIO ,299.0,48.071,43.842,060409,PERÚ,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED
FUERZA POPULAR ,323.0,51.929,47.361,060409,PERÚ,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED
PERUANOS POR EL KAMBIO ,533.0,41.706,38.848,060407,PERÚ,CAJAMARCA,CONTUMAZA,TANTARICA
FUERZA POPULAR ,745.0,58.294,54.3,060407,PERÚ,CAJAMARCA,CONTUMAZA,TANTARICA
PERUANOS POR EL KAMBIO ,1559.0,40.087,38.173,060408,PERÚ,CAJAMARCA,CONTUMAZA,YONAN
FUERZA POPULAR ,2330.0,59.913,57.052,060408,PERÚ,CAJAMARCA,CONTUMAZA,YONAN
PERUANOS POR EL KAMBIO ,28468.0,52.356,48.075,060500,PERÚ,CAJAMARCA,CUTERVO,TODOS
FUERZA POPULAR ,25906.0,47.644,43.748,060500,PERÚ,CAJAMARCA,CUTERVO,TODOS
PERUANOS POR EL KAMBIO ,1758.0,55.318,49.759,060502,PERÚ,CAJAMARCA,CUTERVO,CALLAYUC
FUERZA POPULAR ,1420.0,44.682,40.192,060502,PERÚ,CAJAMARCA,CUTERVO,CALLAYUC
PERUANOS POR EL KAMBIO ,764.0,55.123,52.617,060504,PERÚ,CAJAMARCA,CUTERVO,CHOROS
FUERZA POPULAR ,622.0,44.877,42.837,060504,PERÚ,CAJAMARCA,CUTERVO,CHOROS
PERUANOS POR EL KAMBIO ,651.0,67.183,63.574,060503,PERÚ,CAJAMARCA,CUTERVO,CUJILLO
FUERZA POPULAR ,318.0,32.817,31.055,060503,PERÚ,CAJAMARCA,CUTERVO,CUJILLO
PERUANOS POR EL KAMBIO ,11420.0,45.993,41.87,060501,PERÚ,CAJAMARCA,CUTERVO,CUTERVO
FUERZA POPULAR ,13410.0,54.007,49.166,060501,PERÚ,CAJAMARCA,CUTERVO,CUTERVO
PERUANOS POR EL KAMBIO ,1258.0,75.556,67.093,060505,PERÚ,CAJAMARCA,CUTERVO,LA RAMADA
FUERZA POPULAR ,407.0,24.444,21.707,060505,PERÚ,CAJAMARCA,CUTERVO,LA RAMADA
PERUANOS POR EL KAMBIO ,1261.0,58.299,55.234,060506,PERÚ,CAJAMARCA,CUTERVO,PIMPINGOS
FUERZA POPULAR ,902.0,41.701,39.509,060506,PERÚ,CAJAMARCA,CUTERVO,PIMPINGOS
PERUANOS POR EL KAMBIO ,2540.0,63.357,59.694,060507,PERÚ,CAJAMARCA,CUTERVO,QUEROCOTILLO
FUERZA POPULAR ,1469.0,36.643,34.524,060507,PERÚ,CAJAMARCA,CUTERVO,QUEROCOTILLO
PERUANOS POR EL KAMBIO ,1395.0,65.493,61.726,060508,PERÚ,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO
FUERZA POPULAR ,735.0,34.507,32.522,060508,PERÚ,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO
PERUANOS POR EL KAMBIO ,570.0,58.163,54.913,060509,PERÚ,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO
FUERZA POPULAR ,410.0,41.837,39.499,060509,PERÚ,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO
PERUANOS POR EL KAMBIO ,1160.0,74.598,68.517,060510,PERÚ,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA
FUERZA POPULAR ,395.0,25.402,23.331,060510,PERÚ,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA
PERUANOS POR EL KAMBIO ,716.0,59.866,55.59,060511,PERÚ,CAJAMARCA,CUTERVO,SANTA CRUZ
FUERZA POPULAR ,480.0,40.134,37.267,060511,PERÚ,CAJAMARCA,CUTERVO,SANTA CRUZ
PERUANOS POR EL KAMBIO ,987.0,44.062,38.57,060512,PERÚ,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA
FUERZA POPULAR ,1253.0,55.937,48.964,060512,PERÚ,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA
PERUANOS POR EL KAMBIO ,1556.0,49.194,46.09,060513,PERÚ,CAJAMARCA,CUTERVO,SANTO TOMAS
FUERZA POPULAR ,1607.0,50.806,47.601,060513,PERÚ,CAJAMARCA,CUTERVO,SANTO TOMAS
PERUANOS POR EL KAMBIO ,2113.0,49.346,45.558,060514,PERÚ,CAJAMARCA,CUTERVO,SOCOTA
FUERZA POPULAR ,2169.0,50.654,46.766,060514,PERÚ,CAJAMARCA,CUTERVO,SOCOTA
PERUANOS POR EL KAMBIO ,319.0,50.796,47.826,060515,PERÚ,CAJAMARCA,CUTERVO,TORIBIO CASANOVA
FUERZA POPULAR ,309.0,49.204,46.327,060515,PERÚ,CAJAMARCA,CUTERVO,TORIBIO CASANOVA
PERUANOS POR EL KAMBIO ,27407.0,69.786,57.124,060700,PERÚ,CAJAMARCA,HUALGAYOC,TODOS
FUERZA POPULAR ,11866.0,30.214,24.732,060700,PERÚ,CAJAMARCA,HUALGAYOC,TODOS
PERUANOS POR EL KAMBIO ,21487.0,70.572,56.595,060701,PERÚ,CAJAMARCA,HUALGAYOC,BAMBAMARCA
FUERZA POPULAR ,8960.0,29.428,23.6,060701,PERÚ,CAJAMARCA,HUALGAYOC,BAMBAMARCA
PERUANOS POR EL KAMBIO ,1297.0,76.026,72.056,060702,PERÚ,CAJAMARCA,HUALGAYOC,CHUGUR
FUERZA POPULAR ,409.0,23.974,22.722,060702,PERÚ,CAJAMARCA,HUALGAYOC,CHUGUR
PERUANOS POR EL KAMBIO ,4623.0,64.93,56.296,060703,PERÚ,CAJAMARCA,HUALGAYOC,HUALGAYOC
FUERZA POPULAR ,2497.0,35.07,30.407,060703,PERÚ,CAJAMARCA,HUALGAYOC,HUALGAYOC
PERUANOS POR EL KAMBIO ,53416.0,54.914,51.436,060800,PERÚ,CAJAMARCA,JAEN,TODOS
FUERZA POPULAR ,43856.0,45.086,42.231,060800,PERÚ,CAJAMARCA,JAEN,TODOS
PERUANOS POR EL KAMBIO ,4493.0,56.623,53.77,060802,PERÚ,CAJAMARCA,JAEN,BELLAVISTA
FUERZA POPULAR ,3442.0,43.377,41.192,060802,PERÚ,CAJAMARCA,JAEN,BELLAVISTA
PERUANOS POR EL KAMBIO ,2303.0,48.515,45.74,060804,PERÚ,CAJAMARCA,JAEN,CHONTALI
FUERZA POPULAR ,2444.0,51.485,48.54,060804,PERÚ,CAJAMARCA,JAEN,CHONTALI
PERUANOS POR EL KAMBIO ,2276.0,46.525,41.344,060803,PERÚ,CAJAMARCA,JAEN,COLASAY
FUERZA POPULAR ,2616.0,53.475,47.52,060803,PERÚ,CAJAMARCA,JAEN,COLASAY
PERUANOS POR EL KAMBIO ,2374.0,62.507,57.219,060812,PERÚ,CAJAMARCA,JAEN,HUABAL
FUERZA POPULAR ,1424.0,37.493,34.322,060812,PERÚ,CAJAMARCA,JAEN,HUABAL
PERUANOS POR EL KAMBIO ,28572.0,55.769,52.931,060801,PERÚ,CAJAMARCA,JAEN,JAEN
FUERZA POPULAR ,22661.0,44.231,41.98,060801,PERÚ,CAJAMARCA,JAEN,JAEN
PERUANOS POR EL KAMBIO ,1775.0,51.689,49.183,060811,PERÚ,CAJAMARCA,JAEN,LAS PIRIAS
FUERZA POPULAR ,1659.0,48.311,45.968,060811,PERÚ,CAJAMARCA,JAEN,LAS PIRIAS
PERUANOS POR EL KAMBIO ,2390.0,62.37,56.262,060805,PERÚ,CAJAMARCA,JAEN,POMAHUACA
FUERZA POPULAR ,1442.0,37.63,33.945,060805,PERÚ,CAJAMARCA,JAEN,POMAHUACA
PERUANOS POR EL KAMBIO ,2655.0,61.903,57.58,060806,PERÚ,CAJAMARCA,JAEN,PUCARA
FUERZA POPULAR ,1634.0,38.097,35.437,060806,PERÚ,CAJAMARCA,JAEN,PUCARA
PERUANOS POR EL KAMBIO ,1682.0,75.358,62.273,060807,PERÚ,CAJAMARCA,JAEN,SALLIQUE
FUERZA POPULAR ,550.0,24.642,20.363,060807,PERÚ,CAJAMARCA,JAEN,SALLIQUE
PERUANOS POR EL KAMBIO ,1032.0,46.824,41.099,060808,PERÚ,CAJAMARCA,JAEN,SAN FELIPE
FUERZA POPULAR ,1172.0,53.176,46.675,060808,PERÚ,CAJAMARCA,JAEN,SAN FELIPE
PERUANOS POR EL KAMBIO ,1312.0,42.024,39.927,060809,PERÚ,CAJAMARCA,JAEN,SAN JOSE DEL ALTO
FUERZA POPULAR ,1810.0,57.976,55.082,060809,PERÚ,CAJAMARCA,JAEN,SAN JOSE DEL ALTO
PERUANOS POR EL KAMBIO ,2552.0,45.949,43.564,060810,PERÚ,CAJAMARCA,JAEN,SANTA ROSA
FUERZA POPULAR ,3002.0,54.051,51.246,060810,PERÚ,CAJAMARCA,JAEN,SANTA ROSA
PERUANOS POR EL KAMBIO ,32624.0,55.103,50.625,061100,PERÚ,CAJAMARCA,SAN IGNACIO,TODOS
FUERZA POPULAR ,26582.0,44.897,41.249,061100,PERÚ,CAJAMARCA,SAN IGNACIO,TODOS
PERUANOS POR EL KAMBIO ,3992.0,60.965,54.261,061102,PERÚ,CAJAMARCA,SAN IGNACIO,CHIRINOS
FUERZA POPULAR ,2556.0,39.035,34.742,061102,PERÚ,CAJAMARCA,SAN IGNACIO,CHIRINOS
PERUANOS POR EL KAMBIO ,5102.0,56.183,53.207,061103,PERÚ,CAJAMARCA,SAN IGNACIO,HUARANGO
FUERZA POPULAR ,3979.0,43.817,41.495,061103,PERÚ,CAJAMARCA,SAN IGNACIO,HUARANGO
PERUANOS POR EL KAMBIO ,4151.0,46.756,43.384,061105,PERÚ,CAJAMARCA,SAN IGNACIO,LA COIPA
FUERZA POPULAR ,4727.0,53.244,49.404,061105,PERÚ,CAJAMARCA,SAN IGNACIO,LA COIPA
PERUANOS POR EL KAMBIO ,2572.0,68.169,61.224,061104,PERÚ,CAJAMARCA,SAN IGNACIO,NAMBALLE
FUERZA POPULAR ,1201.0,31.831,28.588,061104,PERÚ,CAJAMARCA,SAN IGNACIO,NAMBALLE
PERUANOS POR EL KAMBIO ,9984.0,59.287,54.014,061101,PERÚ,CAJAMARCA,SAN IGNACIO,SAN IGNACIO
FUERZA POPULAR ,6856.0,40.713,37.092,061101,PERÚ,CAJAMARCA,SAN IGNACIO,SAN IGNACIO
PERUANOS POR EL KAMBIO ,3338.0,43.452,40.643,061106,PERÚ,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES
FUERZA POPULAR ,4344.0,56.548,52.892,061106,PERÚ,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES
PERUANOS POR EL KAMBIO ,3485.0,54.419,49.573,061107,PERÚ,CAJAMARCA,SAN IGNACIO,TABACONAS
FUERZA POPULAR ,2919.0,45.581,41.522,061107,PERÚ,CAJAMARCA,SAN IGNACIO,TABACONAS
PERUANOS POR EL KAMBIO ,9825.0,45.585,38.328,061200,PERÚ,CAJAMARCA,SAN MARCOS,TODOS
FUERZA POPULAR ,11728.0,54.415,45.752,061200,PERÚ,CAJAMARCA,SAN MARCOS,TODOS
PERUANOS POR EL KAMBIO ,552.0,35.59,30.164,061207,PERÚ,CAJAMARCA,SAN MARCOS,CHANCAY
FUERZA POPULAR ,999.0,64.41,54.59,061207,PERÚ,CAJAMARCA,SAN MARCOS,CHANCAY
PERUANOS POR EL KAMBIO ,592.0,44.378,39.838,061205,PERÚ,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA
FUERZA POPULAR ,742.0,55.622,49.933,061205,PERÚ,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA
PERUANOS POR EL KAMBIO ,1353.0,53.648,44.216,061203,PERÚ,CAJAMARCA,SAN MARCOS,GREGORIO PITA
FUERZA POPULAR ,1169.0,46.352,38.203,061203,PERÚ,CAJAMARCA,SAN MARCOS,GREGORIO PITA
PERUANOS POR EL KAMBIO ,438.0,36.02,32.23,061202,PERÚ,CAJAMARCA,SAN MARCOS,ICHOCAN
FUERZA POPULAR ,778.0,63.98,57.248,061202,PERÚ,CAJAMARCA,SAN MARCOS,ICHOCAN
PERUANOS POR EL KAMBIO ,505.0,32.084,25.402,061204,PERÚ,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ
FUERZA POPULAR ,1069.0,67.916,53.773,061204,PERÚ,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ
PERUANOS POR EL KAMBIO ,2353.0,52.092,41.764,061206,PERÚ,CAJAMARCA,SAN MARCOS,JOSE SABOGAL
FUERZA POPULAR ,2164.0,47.908,38.41,061206,PERÚ,CAJAMARCA,SAN MARCOS,JOSE SABOGAL
PERUANOS POR EL KAMBIO ,4032.0,45.616,39.233,061201,PERÚ,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ
FUERZA POPULAR ,4807.0,54.384,46.774,061201,PERÚ,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ
PERUANOS POR EL KAMBIO ,12455.0,47.941,42.814,061000,PERÚ,CAJAMARCA,SAN MIGUEL,TODOS
FUERZA POPULAR ,13525.0,52.059,46.492,061000,PERÚ,CAJAMARCA,SAN MIGUEL,TODOS
PERUANOS POR EL KAMBIO ,308.0,37.153,35.443,061013,PERÚ,CAJAMARCA,SAN MIGUEL,BOLIVAR
FUERZA POPULAR ,521.0,62.847,59.954,061013,PERÚ,CAJAMARCA,SAN MIGUEL,BOLIVAR
PERUANOS POR EL KAMBIO ,1309.0,60.969,53.407,061002,PERÚ,CAJAMARCA,SAN MIGUEL,CALQUIS
FUERZA POPULAR ,838.0,39.031,34.19,061002,PERÚ,CAJAMARCA,SAN MIGUEL,CALQUIS
PERUANOS POR EL KAMBIO ,1067.0,61.712,55.486,061012,PERÚ,CAJAMARCA,SAN MIGUEL,CATILLUC
FUERZA POPULAR ,662.0,38.288,34.425,061012,PERÚ,CAJAMARCA,SAN MIGUEL,CATILLUC
PERUANOS POR EL KAMBIO ,786.0,39.777,34.794,061009,PERÚ,CAJAMARCA,SAN MIGUEL,EL PRADO
FUERZA POPULAR ,1190.0,60.223,52.678,061009,PERÚ,CAJAMARCA,SAN MIGUEL,EL PRADO
PERUANOS POR EL KAMBIO ,901.0,51.486,46.952,061003,PERÚ,CAJAMARCA,SAN MIGUEL,LA FLORIDA
FUERZA POPULAR ,849.0,48.514,44.242,061003,PERÚ,CAJAMARCA,SAN MIGUEL,LA FLORIDA
PERUANOS POR EL KAMBIO ,1261.0,50.0,43.393,061004,PERÚ,CAJAMARCA,SAN MIGUEL,LLAPA
FUERZA POPULAR ,1261.0,50.0,43.393,061004,PERÚ,CAJAMARCA,SAN MIGUEL,LLAPA
PERUANOS POR EL KAMBIO ,329.0,39.976,37.091,061005,PERÚ,CAJAMARCA,SAN MIGUEL,NANCHOC
FUERZA POPULAR ,494.0,60.024,55.693,061005,PERÚ,CAJAMARCA,SAN MIGUEL,NANCHOC
PERUANOS POR EL KAMBIO ,716.0,44.806,40.429,061006,PERÚ,CAJAMARCA,SAN MIGUEL,NIEPOS
FUERZA POPULAR ,882.0,55.194,49.802,061006,PERÚ,CAJAMARCA,SAN MIGUEL,NIEPOS
PERUANOS POR EL KAMBIO ,340.0,26.014,24.531,061007,PERÚ,CAJAMARCA,SAN MIGUEL,SAN GREGORIO
FUERZA POPULAR ,967.0,73.986,69.769,061007,PERÚ,CAJAMARCA,SAN MIGUEL,SAN GREGORIO
PERUANOS POR EL KAMBIO ,2792.0,48.447,41.548,061001,PERÚ,CAJAMARCA,SAN MIGUEL,SAN MIGUEL
FUERZA POPULAR ,2971.0,51.553,44.211,061001,PERÚ,CAJAMARCA,SAN MIGUEL,SAN MIGUEL
PERUANOS POR EL KAMBIO ,1286.0,55.004,49.424,061008,PERÚ,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN
FUERZA POPULAR ,1052.0,44.996,40.43,061008,PERÚ,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN
PERUANOS POR EL KAMBIO ,861.0,56.533,53.645,061011,PERÚ,CAJAMARCA,SAN MIGUEL,TONGOD
FUERZA POPULAR ,662.0,43.467,41.246,061011,PERÚ,CAJAMARCA,SAN MIGUEL,TONGOD
PERUANOS POR EL KAMBIO ,499.0,29.791,27.83,061010,PERÚ,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA
FUERZA POPULAR ,1176.0,70.209,65.588,061010,PERÚ,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA
PERUANOS POR EL KAMBIO ,6412.0,53.973,47.092,061300,PERÚ,CAJAMARCA,SAN PABLO,TODOS
FUERZA POPULAR ,5468.0,46.027,40.159,061300,PERÚ,CAJAMARCA,SAN PABLO,TODOS
PERUANOS POR EL KAMBIO ,1201.0,55.886,49.979,061302,PERÚ,CAJAMARCA,SAN PABLO,SAN BERNARDINO
FUERZA POPULAR ,948.0,44.114,39.451,061302,PERÚ,CAJAMARCA,SAN PABLO,SAN BERNARDINO
PERUANOS POR EL KAMBIO ,376.0,43.721,40.343,061303,PERÚ,CAJAMARCA,SAN PABLO,SAN LUIS
FUERZA POPULAR ,484.0,56.279,51.931,061303,PERÚ,CAJAMARCA,SAN PABLO,SAN LUIS
PERUANOS POR EL KAMBIO ,3662.0,54.462,46.632,061301,PERÚ,CAJAMARCA,SAN PABLO,SAN PABLO
FUERZA POPULAR ,3062.0,45.538,38.991,061301,PERÚ,CAJAMARCA,SAN PABLO,SAN PABLO
PERUANOS POR EL KAMBIO ,1173.0,54.634,48.311,061304,PERÚ,CAJAMARCA,SAN PABLO,TUMBADEN
FUERZA POPULAR ,974.0,45.366,40.115,061304,PERÚ,CAJAMARCA,SAN PABLO,TUMBADEN
PERUANOS POR EL KAMBIO ,9497.0,47.844,44.903,060900,PERÚ,CAJAMARCA,SANTA CRUZ,TODOS
FUERZA POPULAR ,10353.0,52.156,48.95,060900,PERÚ,CAJAMARCA,SANTA CRUZ,TODOS
PERUANOS POR EL KAMBIO ,295.0,36.285,35.161,060910,PERÚ,CAJAMARCA,SANTA CRUZ,ANDABAMBA
FUERZA POPULAR ,518.0,63.715,61.74,060910,PERÚ,CAJAMARCA,SANTA CRUZ,ANDABAMBA
PERUANOS POR EL KAMBIO ,2129.0,54.632,51.239,060902,PERÚ,CAJAMARCA,SANTA CRUZ,CATACHE
FUERZA POPULAR ,1768.0,45.368,42.551,060902,PERÚ,CAJAMARCA,SANTA CRUZ,CATACHE
PERUANOS POR EL KAMBIO ,952.0,44.094,41.572,060903,PERÚ,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS
FUERZA POPULAR ,1207.0,55.906,52.707,060903,PERÚ,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS
PERUANOS POR EL KAMBIO ,542.0,36.846,34.968,060904,PERÚ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA
FUERZA POPULAR ,929.0,63.154,59.935,060904,PERÚ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA
PERUANOS POR EL KAMBIO ,710.0,54.281,50.751,060905,PERÚ,CAJAMARCA,SANTA CRUZ,NINABAMBA
FUERZA POPULAR ,598.0,45.719,42.745,060905,PERÚ,CAJAMARCA,SANTA CRUZ,NINABAMBA
PERUANOS POR EL KAMBIO ,1196.0,56.468,52.874,060906,PERÚ,CAJAMARCA,SANTA CRUZ,PULAN
FUERZA POPULAR ,922.0,43.532,40.76,060906,PERÚ,CAJAMARCA,SANTA CRUZ,PULAN
PERUANOS POR EL KAMBIO ,2035.0,45.162,42.141,060901,PERÚ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ
FUERZA POPULAR ,2471.0,54.838,51.17,060901,PERÚ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ
PERUANOS POR EL KAMBIO ,441.0,40.127,37.757,060911,PERÚ,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA
FUERZA POPULAR ,658.0,59.873,56.336,060911,PERÚ,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA
PERUANOS POR EL KAMBIO ,99.0,38.224,37.358,060907,PERÚ,CAJAMARCA,SANTA CRUZ,SEXI
FUERZA POPULAR ,160.0,61.776,60.377,060907,PERÚ,CAJAMARCA,SANTA CRUZ,SEXI
PERUANOS POR EL KAMBIO ,353.0,51.608,48.69,060908,PERÚ,CAJAMARCA,SANTA CRUZ,UTICYACU
FUERZA POPULAR ,331.0,48.392,45.655,060908,PERÚ,CAJAMARCA,SANTA CRUZ,UTICYACU
PERUANOS POR EL KAMBIO ,745.0,48.503,44.664,060909,PERÚ,CAJAMARCA,SANTA CRUZ,YAUYUCAN
FUERZA POPULAR ,791.0,51.497,47.422,060909,PERÚ,CAJAMARCA,SANTA CRUZ,YAUYUCAN
PERUANOS POR EL KAMBIO ,304353.0,49.951,47.497,240000,PERÚ,CALLAO,TODOS,TODOS
FUERZA POPULAR ,304954.0,50.049,47.591,240000,PERÚ,CALLAO,TODOS,TODOS
PERUANOS POR EL KAMBIO ,304353.0,49.951,47.497,,PERÚ,CALLAO,TODOS,TODOS
FUERZA POPULAR ,304954.0,50.049,47.591,,PERÚ,CALLAO,TODOS,TODOS
PERUANOS POR EL KAMBIO ,304353.0,49.951,47.497,240100,PERÚ,CALLAO,CALLAO,TODOS
FUERZA POPULAR ,304954.0,50.049,47.591,240100,PERÚ,CALLAO,CALLAO,TODOS
PERUANOS POR EL KAMBIO ,34795.0,60.537,58.322,240102,PERÚ,CALLAO,CALLAO,BELLAVISTA
FUERZA POPULAR ,22682.0,39.463,38.019,240102,PERÚ,CALLAO,CALLAO,BELLAVISTA
PERUANOS POR EL KAMBIO ,148897.0,51.957,49.379,240101,PERÚ,CALLAO,CALLAO,CALLAO
