party,votes,perc_valid,perc_emit,ubigeo,ambito,departamento,provincia,distrito
FUERZA POPULAR ,3531.0,20.109,17.652,200201,PERÚ,PUNO,AZANGARO,AZANGARO
PERUANOS POR EL KAMBIO ,1988.0,67.253,55.345,200205,PERÚ,PUNO,AZANGARO,CAMINACA
FUERZA POPULAR ,968.0,32.747,26.949,200205,PERÚ,PUNO,AZANGARO,CAMINACA
PERUANOS POR EL KAMBIO ,3177.0,80.39,60.641,200206,PERÚ,PUNO,AZANGARO,CHUPA
FUERZA POPULAR ,775.0,19.61,14.793,200206,PERÚ,PUNO,AZANGARO,CHUPA
PERUANOS POR EL KAMBIO ,1375.0,61.881,48.178,200207,PERÚ,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA
FUERZA POPULAR ,847.0,38.119,29.678,200207,PERÚ,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA
PERUANOS POR EL KAMBIO ,1906.0,60.336,47.71,200208,PERÚ,PUNO,AZANGARO,MUÑANI
FUERZA POPULAR ,1253.0,39.664,31.364,200208,PERÚ,PUNO,AZANGARO,MUÑANI
PERUANOS POR EL KAMBIO ,1075.0,61.184,51.313,200210,PERÚ,PUNO,AZANGARO,POTONI
FUERZA POPULAR ,682.0,38.816,32.554,200210,PERÚ,PUNO,AZANGARO,POTONI
PERUANOS POR EL KAMBIO ,4287.0,68.286,51.311,200212,PERÚ,PUNO,AZANGARO,SAMAN
FUERZA POPULAR ,1991.0,31.714,23.83,200212,PERÚ,PUNO,AZANGARO,SAMAN
PERUANOS POR EL KAMBIO ,2242.0,59.644,47.38,200213,PERÚ,PUNO,AZANGARO,SAN ANTON
FUERZA POPULAR ,1517.0,40.356,32.058,200213,PERÚ,PUNO,AZANGARO,SAN ANTON
PERUANOS POR EL KAMBIO ,1610.0,69.277,54.374,200214,PERÚ,PUNO,AZANGARO,SAN JOSE
FUERZA POPULAR ,714.0,30.723,24.113,200214,PERÚ,PUNO,AZANGARO,SAN JOSE
PERUANOS POR EL KAMBIO ,1552.0,75.855,63.425,200215,PERÚ,PUNO,AZANGARO,SAN JUAN DE SALINAS
FUERZA POPULAR ,494.0,24.145,20.188,200215,PERÚ,PUNO,AZANGARO,SAN JUAN DE SALINAS
PERUANOS POR EL KAMBIO ,1757.0,71.22,51.525,200216,PERÚ,PUNO,AZANGARO,SANTIAGO DE PUPUJA
FUERZA POPULAR ,710.0,28.78,20.821,200216,PERÚ,PUNO,AZANGARO,SANTIAGO DE PUPUJA
PERUANOS POR EL KAMBIO ,987.0,77.901,57.118,200217,PERÚ,PUNO,AZANGARO,TIRAPATA
FUERZA POPULAR ,280.0,22.099,16.204,200217,PERÚ,PUNO,AZANGARO,TIRAPATA
PERUANOS POR EL KAMBIO ,13363.0,51.111,44.403,200300,PERÚ,PUNO,CARABAYA,TODOS
FUERZA POPULAR ,12782.0,48.889,42.472,200300,PERÚ,PUNO,CARABAYA,TODOS
PERUANOS POR EL KAMBIO ,644.0,56.098,49.615,200302,PERÚ,PUNO,CARABAYA,AJOYANI
FUERZA POPULAR ,504.0,43.902,38.829,200302,PERÚ,PUNO,CARABAYA,AJOYANI
PERUANOS POR EL KAMBIO ,1258.0,47.311,41.891,200303,PERÚ,PUNO,CARABAYA,AYAPATA
FUERZA POPULAR ,1401.0,52.689,46.653,200303,PERÚ,PUNO,CARABAYA,AYAPATA
PERUANOS POR EL KAMBIO ,1649.0,60.916,52.92,200304,PERÚ,PUNO,CARABAYA,COASA
FUERZA POPULAR ,1058.0,39.084,33.954,200304,PERÚ,PUNO,CARABAYA,COASA
PERUANOS POR EL KAMBIO ,998.0,55.599,48.376,200305,PERÚ,PUNO,CARABAYA,CORANI
FUERZA POPULAR ,797.0,44.401,38.633,200305,PERÚ,PUNO,CARABAYA,CORANI
PERUANOS POR EL KAMBIO ,2084.0,56.294,45.722,200306,PERÚ,PUNO,CARABAYA,CRUCERO
FUERZA POPULAR ,1618.0,43.706,35.498,200306,PERÚ,PUNO,CARABAYA,CRUCERO
PERUANOS POR EL KAMBIO ,1098.0,48.778,42.085,200307,PERÚ,PUNO,CARABAYA,ITUATA
FUERZA POPULAR ,1153.0,51.222,44.193,200307,PERÚ,PUNO,CARABAYA,ITUATA
PERUANOS POR EL KAMBIO ,2882.0,49.282,42.42,200301,PERÚ,PUNO,CARABAYA,MACUSANI
FUERZA POPULAR ,2966.0,50.718,43.656,200301,PERÚ,PUNO,CARABAYA,MACUSANI
PERUANOS POR EL KAMBIO ,1045.0,46.015,42.376,200308,PERÚ,PUNO,CARABAYA,OLLACHEA
FUERZA POPULAR ,1226.0,53.985,49.716,200308,PERÚ,PUNO,CARABAYA,OLLACHEA
PERUANOS POR EL KAMBIO ,671.0,29.612,26.744,200309,PERÚ,PUNO,CARABAYA,SAN GABAN
FUERZA POPULAR ,1595.0,70.388,63.571,200309,PERÚ,PUNO,CARABAYA,SAN GABAN
PERUANOS POR EL KAMBIO ,1034.0,69.025,61.584,200310,PERÚ,PUNO,CARABAYA,USICAYOS
FUERZA POPULAR ,464.0,30.975,27.635,200310,PERÚ,PUNO,CARABAYA,USICAYOS
PERUANOS POR EL KAMBIO ,21710.0,65.437,46.296,200400,PERÚ,PUNO,CHUCUITO,TODOS
FUERZA POPULAR ,11467.0,34.563,24.453,200400,PERÚ,PUNO,CHUCUITO,TODOS
PERUANOS POR EL KAMBIO ,2948.0,52.898,43.603,200402,PERÚ,PUNO,CHUCUITO,DESAGUADERO
FUERZA POPULAR ,2625.0,47.102,38.826,200402,PERÚ,PUNO,CHUCUITO,DESAGUADERO
PERUANOS POR EL KAMBIO ,1120.0,64.702,38.647,200403,PERÚ,PUNO,CHUCUITO,HUACULLANI
FUERZA POPULAR ,611.0,35.298,21.084,200403,PERÚ,PUNO,CHUCUITO,HUACULLANI
PERUANOS POR EL KAMBIO ,7115.0,71.022,50.847,200401,PERÚ,PUNO,CHUCUITO,JULI
FUERZA POPULAR ,2903.0,28.978,20.746,200401,PERÚ,PUNO,CHUCUITO,JULI
PERUANOS POR EL KAMBIO ,1595.0,76.061,50.491,200412,PERÚ,PUNO,CHUCUITO,KELLUYO
FUERZA POPULAR ,502.0,23.939,15.891,200412,PERÚ,PUNO,CHUCUITO,KELLUYO
PERUANOS POR EL KAMBIO ,742.0,69.934,50.579,200406,PERÚ,PUNO,CHUCUITO,PISACOMA
FUERZA POPULAR ,319.0,30.066,21.745,200406,PERÚ,PUNO,CHUCUITO,PISACOMA
PERUANOS POR EL KAMBIO ,3636.0,59.931,40.431,200407,PERÚ,PUNO,CHUCUITO,POMATA
FUERZA POPULAR ,2431.0,40.069,27.032,200407,PERÚ,PUNO,CHUCUITO,POMATA
PERUANOS POR EL KAMBIO ,4554.0,68.688,47.324,200410,PERÚ,PUNO,CHUCUITO,ZEPITA
FUERZA POPULAR ,2076.0,31.312,21.573,200410,PERÚ,PUNO,CHUCUITO,ZEPITA
PERUANOS POR EL KAMBIO ,23463.0,72.713,55.777,201200,PERÚ,PUNO,EL COLLAO,TODOS
FUERZA POPULAR ,8805.0,27.287,20.931,201200,PERÚ,PUNO,EL COLLAO,TODOS
PERUANOS POR EL KAMBIO ,171.0,48.997,36.229,201204,PERÚ,PUNO,EL COLLAO,CAPASO
FUERZA POPULAR ,178.0,51.003,37.712,201204,PERÚ,PUNO,EL COLLAO,CAPASO
PERUANOS POR EL KAMBIO ,759.0,65.431,45.558,201205,PERÚ,PUNO,EL COLLAO,CONDURIRI
FUERZA POPULAR ,401.0,34.569,24.07,201205,PERÚ,PUNO,EL COLLAO,CONDURIRI
PERUANOS POR EL KAMBIO ,16777.0,73.522,56.154,201201,PERÚ,PUNO,EL COLLAO,ILAVE
FUERZA POPULAR ,6042.0,26.478,20.223,201201,PERÚ,PUNO,EL COLLAO,ILAVE
PERUANOS POR EL KAMBIO ,4935.0,78.184,62.962,201202,PERÚ,PUNO,EL COLLAO,PILCUYO
FUERZA POPULAR ,1377.0,21.816,17.568,201202,PERÚ,PUNO,EL COLLAO,PILCUYO
PERUANOS POR EL KAMBIO ,821.0,50.43,37.099,201203,PERÚ,PUNO,EL COLLAO,SANTA ROSA
FUERZA POPULAR ,807.0,49.57,36.466,201203,PERÚ,PUNO,EL COLLAO,SANTA ROSA
PERUANOS POR EL KAMBIO ,24656.0,75.281,55.418,200500,PERÚ,PUNO,HUANCANE,TODOS
FUERZA POPULAR ,8096.0,24.719,18.197,200500,PERÚ,PUNO,HUANCANE,TODOS
PERUANOS POR EL KAMBIO ,1020.0,51.128,37.253,200502,PERÚ,PUNO,HUANCANE,COJATA
FUERZA POPULAR ,975.0,48.872,35.61,200502,PERÚ,PUNO,HUANCANE,COJATA
PERUANOS POR EL KAMBIO ,8379.0,78.36,59.22,200501,PERÚ,PUNO,HUANCANE,HUANCANE
FUERZA POPULAR ,2314.0,21.64,16.355,200501,PERÚ,PUNO,HUANCANE,HUANCANE
PERUANOS POR EL KAMBIO ,796.0,65.785,41.829,200511,PERÚ,PUNO,HUANCANE,HUATASANI
FUERZA POPULAR ,414.0,34.215,21.755,200511,PERÚ,PUNO,HUANCANE,HUATASANI
PERUANOS POR EL KAMBIO ,1424.0,77.729,57.327,200504,PERÚ,PUNO,HUANCANE,INCHUPALLA
FUERZA POPULAR ,408.0,22.271,16.425,200504,PERÚ,PUNO,HUANCANE,INCHUPALLA
PERUANOS POR EL KAMBIO ,1981.0,74.981,54.334,200506,PERÚ,PUNO,HUANCANE,PUSI
FUERZA POPULAR ,661.0,25.019,18.129,200506,PERÚ,PUNO,HUANCANE,PUSI
PERUANOS POR EL KAMBIO ,1677.0,71.636,48.75,200507,PERÚ,PUNO,HUANCANE,ROSASPATA
FUERZA POPULAR ,664.0,28.364,19.302,200507,PERÚ,PUNO,HUANCANE,ROSASPATA
PERUANOS POR EL KAMBIO ,5454.0,75.75,57.128,200508,PERÚ,PUNO,HUANCANE,TARACO
FUERZA POPULAR ,1746.0,24.25,18.288,200508,PERÚ,PUNO,HUANCANE,TARACO
PERUANOS POR EL KAMBIO ,3925.0,81.112,59.614,200509,PERÚ,PUNO,HUANCANE,VILQUE CHICO
FUERZA POPULAR ,914.0,18.888,13.882,200509,PERÚ,PUNO,HUANCANE,VILQUE CHICO
PERUANOS POR EL KAMBIO ,14674.0,62.358,49.934,200600,PERÚ,PUNO,LAMPA,TODOS
FUERZA POPULAR ,8858.0,37.642,30.143,200600,PERÚ,PUNO,LAMPA,TODOS
PERUANOS POR EL KAMBIO ,2263.0,67.815,58.145,200602,PERÚ,PUNO,LAMPA,CABANILLA
FUERZA POPULAR ,1074.0,32.185,27.595,200602,PERÚ,PUNO,LAMPA,CABANILLA
PERUANOS POR EL KAMBIO ,711.0,60.203,48.832,200603,PERÚ,PUNO,LAMPA,CALAPUJA
FUERZA POPULAR ,470.0,39.797,32.28,200603,PERÚ,PUNO,LAMPA,CALAPUJA
PERUANOS POR EL KAMBIO ,4807.0,71.448,57.267,200601,PERÚ,PUNO,LAMPA,LAMPA
FUERZA POPULAR ,1921.0,28.552,22.885,200601,PERÚ,PUNO,LAMPA,LAMPA
PERUANOS POR EL KAMBIO ,1116.0,61.828,48.99,200604,PERÚ,PUNO,LAMPA,NICASIO
FUERZA POPULAR ,689.0,38.172,30.246,200604,PERÚ,PUNO,LAMPA,NICASIO
PERUANOS POR EL KAMBIO ,585.0,50.649,42.33,200605,PERÚ,PUNO,LAMPA,OCUVIRI
FUERZA POPULAR ,570.0,49.351,41.245,200605,PERÚ,PUNO,LAMPA,OCUVIRI
PERUANOS POR EL KAMBIO ,675.0,65.344,52.9,200606,PERÚ,PUNO,LAMPA,PALCA
FUERZA POPULAR ,358.0,34.656,28.056,200606,PERÚ,PUNO,LAMPA,PALCA
PERUANOS POR EL KAMBIO ,657.0,59.673,43.946,200607,PERÚ,PUNO,LAMPA,PARATIA
FUERZA POPULAR ,444.0,40.327,29.699,200607,PERÚ,PUNO,LAMPA,PARATIA
PERUANOS POR EL KAMBIO ,1731.0,58.421,43.646,200608,PERÚ,PUNO,LAMPA,PUCARA
FUERZA POPULAR ,1232.0,41.579,31.064,200608,PERÚ,PUNO,LAMPA,PUCARA
PERUANOS POR EL KAMBIO ,1753.0,47.805,38.418,200609,PERÚ,PUNO,LAMPA,SANTA LUCIA
FUERZA POPULAR ,1914.0,52.195,41.946,200609,PERÚ,PUNO,LAMPA,SANTA LUCIA
PERUANOS POR EL KAMBIO ,376.0,66.904,54.891,200610,PERÚ,PUNO,LAMPA,VILAVILA
FUERZA POPULAR ,186.0,33.096,27.153,200610,PERÚ,PUNO,LAMPA,VILAVILA
PERUANOS POR EL KAMBIO ,26413.0,72.673,61.994,200700,PERÚ,PUNO,MELGAR,TODOS
FUERZA POPULAR ,9932.0,27.327,23.311,200700,PERÚ,PUNO,MELGAR,TODOS
PERUANOS POR EL KAMBIO ,1882.0,66.408,56.772,200702,PERÚ,PUNO,MELGAR,ANTAUTA
FUERZA POPULAR ,952.0,33.592,28.718,200702,PERÚ,PUNO,MELGAR,ANTAUTA
PERUANOS POR EL KAMBIO ,11298.0,76.904,69.762,200701,PERÚ,PUNO,MELGAR,AYAVIRI
FUERZA POPULAR ,3393.0,23.096,20.951,200701,PERÚ,PUNO,MELGAR,AYAVIRI
PERUANOS POR EL KAMBIO ,728.0,66.912,59.721,200703,PERÚ,PUNO,MELGAR,CUPI
FUERZA POPULAR ,360.0,33.088,29.532,200703,PERÚ,PUNO,MELGAR,CUPI
PERUANOS POR EL KAMBIO ,1081.0,70.932,61.842,200704,PERÚ,PUNO,MELGAR,LLALLI
FUERZA POPULAR ,443.0,29.068,25.343,200704,PERÚ,PUNO,MELGAR,LLALLI
PERUANOS POR EL KAMBIO ,2880.0,78.091,69.164,200705,PERÚ,PUNO,MELGAR,MACARI
FUERZA POPULAR ,808.0,21.909,19.404,200705,PERÚ,PUNO,MELGAR,MACARI
PERUANOS POR EL KAMBIO ,2514.0,61.982,49.694,200706,PERÚ,PUNO,MELGAR,NUÑOA
FUERZA POPULAR ,1542.0,38.018,30.48,200706,PERÚ,PUNO,MELGAR,NUÑOA
PERUANOS POR EL KAMBIO ,2401.0,74.288,49.938,200707,PERÚ,PUNO,MELGAR,ORURILLO
FUERZA POPULAR ,831.0,25.712,17.284,200707,PERÚ,PUNO,MELGAR,ORURILLO
PERUANOS POR EL KAMBIO ,2183.0,71.247,59.45,200708,PERÚ,PUNO,MELGAR,SANTA ROSA
FUERZA POPULAR ,881.0,28.753,23.992,200708,PERÚ,PUNO,MELGAR,SANTA ROSA
PERUANOS POR EL KAMBIO ,1446.0,66.697,59.604,200709,PERÚ,PUNO,MELGAR,UMACHIRI
FUERZA POPULAR ,722.0,33.303,29.761,200709,PERÚ,PUNO,MELGAR,UMACHIRI
PERUANOS POR EL KAMBIO ,7351.0,66.967,46.953,201300,PERÚ,PUNO,MOHO,TODOS
FUERZA POPULAR ,3626.0,33.033,23.16,201300,PERÚ,PUNO,MOHO,TODOS
PERUANOS POR EL KAMBIO ,1048.0,66.413,47.271,201302,PERÚ,PUNO,MOHO,CONIMA
FUERZA POPULAR ,530.0,33.587,23.906,201302,PERÚ,PUNO,MOHO,CONIMA
PERUANOS POR EL KAMBIO ,1039.0,66.989,47.792,201304,PERÚ,PUNO,MOHO,HUAYRAPATA
FUERZA POPULAR ,512.0,33.011,23.551,201304,PERÚ,PUNO,MOHO,HUAYRAPATA
PERUANOS POR EL KAMBIO ,4244.0,67.839,45.916,201301,PERÚ,PUNO,MOHO,MOHO
FUERZA POPULAR ,2012.0,32.161,21.768,201301,PERÚ,PUNO,MOHO,MOHO
PERUANOS POR EL KAMBIO ,1020.0,64.07,50.445,201303,PERÚ,PUNO,MOHO,TILALI
FUERZA POPULAR ,572.0,35.93,28.289,201303,PERÚ,PUNO,MOHO,TILALI
PERUANOS POR EL KAMBIO ,78912.0,63.735,54.052,200100,PERÚ,PUNO,PUNO,TODOS
FUERZA POPULAR ,44900.0,36.265,30.755,200100,PERÚ,PUNO,PUNO,TODOS
PERUANOS POR EL KAMBIO ,6163.0,59.719,40.605,200102,PERÚ,PUNO,PUNO,ACORA
FUERZA POPULAR ,4157.0,40.281,27.388,200102,PERÚ,PUNO,PUNO,ACORA
PERUANOS POR EL KAMBIO ,1116.0,45.255,37.163,200115,PERÚ,PUNO,PUNO,AMANTANI
FUERZA POPULAR ,1350.0,54.745,44.955,200115,PERÚ,PUNO,PUNO,AMANTANI
PERUANOS POR EL KAMBIO ,1805.0,70.206,53.245,200103,PERÚ,PUNO,PUNO,ATUNCOLLA
FUERZA POPULAR ,766.0,29.794,22.596,200103,PERÚ,PUNO,PUNO,ATUNCOLLA
PERUANOS POR EL KAMBIO ,3065.0,61.19,45.849,200104,PERÚ,PUNO,PUNO,CAPACHICA
FUERZA POPULAR ,1944.0,38.81,29.08,200104,PERÚ,PUNO,PUNO,CAPACHICA
PERUANOS POR EL KAMBIO ,2834.0,62.437,49.684,200106,PERÚ,PUNO,PUNO,CHUCUITO
FUERZA POPULAR ,1705.0,37.563,29.891,200106,PERÚ,PUNO,PUNO,CHUCUITO
PERUANOS POR EL KAMBIO ,2523.0,69.773,55.597,200105,PERÚ,PUNO,PUNO,COATA
FUERZA POPULAR ,1093.0,30.227,24.086,200105,PERÚ,PUNO,PUNO,COATA
PERUANOS POR EL KAMBIO ,1107.0,64.137,49.156,200107,PERÚ,PUNO,PUNO,HUATA
FUERZA POPULAR ,619.0,35.863,27.487,200107,PERÚ,PUNO,PUNO,HUATA
PERUANOS POR EL KAMBIO ,1549.0,56.928,45.978,200108,PERÚ,PUNO,PUNO,MAÑAZO
FUERZA POPULAR ,1172.0,43.072,34.788,200108,PERÚ,PUNO,PUNO,MAÑAZO
PERUANOS POR EL KAMBIO ,1846.0,66.667,56.212,200109,PERÚ,PUNO,PUNO,PAUCARCOLLA
FUERZA POPULAR ,923.0,33.333,28.106,200109,PERÚ,PUNO,PUNO,PAUCARCOLLA
PERUANOS POR EL KAMBIO ,1875.0,57.675,42.936,200110,PERÚ,PUNO,PUNO,PICHACANI
FUERZA POPULAR ,1376.0,42.325,31.509,200110,PERÚ,PUNO,PUNO,PICHACANI
PERUANOS POR EL KAMBIO ,2828.0,72.033,54.849,200114,PERÚ,PUNO,PUNO,PLATERIA
FUERZA POPULAR ,1098.0,27.967,21.296,200114,PERÚ,PUNO,PUNO,PLATERIA
PERUANOS POR EL KAMBIO ,50106.0,64.975,59.391,200101,PERÚ,PUNO,PUNO,PUNO
FUERZA POPULAR ,27010.0,35.025,32.015,200101,PERÚ,PUNO,PUNO,PUNO
PERUANOS POR EL KAMBIO ,301.0,56.052,38.15,200111,PERÚ,PUNO,PUNO,SAN ANTONIO
FUERZA POPULAR ,236.0,43.948,29.911,200111,PERÚ,PUNO,PUNO,SAN ANTONIO
PERUANOS POR EL KAMBIO ,915.0,56.586,47.336,200112,PERÚ,PUNO,PUNO,TIQUILLACA
FUERZA POPULAR ,702.0,43.414,36.317,200112,PERÚ,PUNO,PUNO,TIQUILLACA
PERUANOS POR EL KAMBIO ,879.0,53.993,44.416,200113,PERÚ,PUNO,PUNO,VILQUE
FUERZA POPULAR ,749.0,46.007,37.847,200113,PERÚ,PUNO,PUNO,VILQUE
PERUANOS POR EL KAMBIO ,6238.0,43.76,33.807,201100,PERÚ,PUNO,SAN ANTONIO DE PUTINA,TODOS
FUERZA POPULAR ,8017.0,56.24,43.448,201100,PERÚ,PUNO,SAN ANTONIO DE PUTINA,TODOS
PERUANOS POR EL KAMBIO ,968.0,40.033,33.53,201104,PERÚ,PUNO,SAN ANTONIO DE PUTINA,ANANEA
FUERZA POPULAR ,1450.0,59.967,50.225,201104,PERÚ,PUNO,SAN ANTONIO DE PUTINA,ANANEA
PERUANOS POR EL KAMBIO ,615.0,64.669,45.221,201102,PERÚ,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA
FUERZA POPULAR ,336.0,35.331,24.706,201102,PERÚ,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA
PERUANOS POR EL KAMBIO ,3050.0,38.394,30.079,201101,PERÚ,PUNO,SAN ANTONIO DE PUTINA,PUTINA
FUERZA POPULAR ,4894.0,61.606,48.264,201101,PERÚ,PUNO,SAN ANTONIO DE PUTINA,PUTINA
PERUANOS POR EL KAMBIO ,1197.0,54.508,37.406,201103,PERÚ,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU
FUERZA POPULAR ,999.0,45.492,31.219,201103,PERÚ,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU
PERUANOS POR EL KAMBIO ,408.0,54.692,47.168,201105,PERÚ,PUNO,SAN ANTONIO DE PUTINA,SINA
FUERZA POPULAR ,338.0,45.308,39.075,201105,PERÚ,PUNO,SAN ANTONIO DE PUTINA,SINA
PERUANOS POR EL KAMBIO ,90004.0,58.713,53.129,200900,PERÚ,PUNO,SAN ROMAN,TODOS
FUERZA POPULAR ,63291.0,41.287,37.361,200900,PERÚ,PUNO,SAN ROMAN,TODOS
PERUANOS POR EL KAMBIO ,1912.0,68.383,58.489,200902,PERÚ,PUNO,SAN ROMAN,CABANA
FUERZA POPULAR ,884.0,31.617,27.042,200902,PERÚ,PUNO,SAN ROMAN,CABANA
PERUANOS POR EL KAMBIO ,1860.0,67.44,58.399,200903,PERÚ,PUNO,SAN ROMAN,CABANILLAS
FUERZA POPULAR ,898.0,32.56,28.195,200903,PERÚ,PUNO,SAN ROMAN,CABANILLAS
PERUANOS POR EL KAMBIO ,3483.0,63.85,53.941,200904,PERÚ,PUNO,SAN ROMAN,CARACOTO
FUERZA POPULAR ,1972.0,36.15,30.54,200904,PERÚ,PUNO,SAN ROMAN,CARACOTO
PERUANOS POR EL KAMBIO ,82749.0,58.157,52.876,200901,PERÚ,PUNO,SAN ROMAN,JULIACA
FUERZA POPULAR ,59537.0,41.843,38.044,200901,PERÚ,PUNO,SAN ROMAN,JULIACA
PERUANOS POR EL KAMBIO ,9099.0,37.901,31.981,200800,PERÚ,PUNO,SANDIA,TODOS
FUERZA POPULAR ,14908.0,62.099,52.399,200800,PERÚ,PUNO,SANDIA,TODOS
PERUANOS POR EL KAMBIO ,899.0,37.805,32.798,200811,PERÚ,PUNO,SANDIA,ALTO INAMBARI
FUERZA POPULAR ,1479.0,62.195,53.958,200811,PERÚ,PUNO,SANDIA,ALTO INAMBARI
PERUANOS POR EL KAMBIO ,1130.0,36.288,30.425,200803,PERÚ,PUNO,SANDIA,CUYOCUYO
FUERZA POPULAR ,1984.0,63.712,53.419,200803,PERÚ,PUNO,SANDIA,CUYOCUYO
PERUANOS POR EL KAMBIO ,397.0,26.591,23.93,200804,PERÚ,PUNO,SANDIA,LIMBANI
FUERZA POPULAR ,1096.0,73.409,66.064,200804,PERÚ,PUNO,SANDIA,LIMBANI
PERUANOS POR EL KAMBIO ,751.0,36.598,31.046,200806,PERÚ,PUNO,SANDIA,PATAMBUCO
FUERZA POPULAR ,1301.0,63.402,53.783,200806,PERÚ,PUNO,SANDIA,PATAMBUCO
PERUANOS POR EL KAMBIO ,522.0,24.234,20.69,200805,PERÚ,PUNO,SANDIA,PHARA
FUERZA POPULAR ,1632.0,75.766,64.685,200805,PERÚ,PUNO,SANDIA,PHARA
PERUANOS POR EL KAMBIO ,373.0,38.773,32.52,200807,PERÚ,PUNO,SANDIA,QUIACA
FUERZA POPULAR ,589.0,61.227,51.351,200807,PERÚ,PUNO,SANDIA,QUIACA
PERUANOS POR EL KAMBIO ,1029.0,51.169,45.053,200808,PERÚ,PUNO,SANDIA,SAN JUAN DEL ORO
FUERZA POPULAR ,982.0,48.831,42.995,200808,PERÚ,PUNO,SANDIA,SAN JUAN DEL ORO
PERUANOS POR EL KAMBIO ,1120.0,38.082,30.011,200812,PERÚ,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO
FUERZA POPULAR ,1821.0,61.918,48.794,200812,PERÚ,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO
PERUANOS POR EL KAMBIO ,2210.0,39.115,32.174,200801,PERÚ,PUNO,SANDIA,SANDIA
FUERZA POPULAR ,3440.0,60.885,50.08,200801,PERÚ,PUNO,SANDIA,SANDIA
PERUANOS POR EL KAMBIO ,668.0,53.355,49.01,200810,PERÚ,PUNO,SANDIA,YANAHUAYA
FUERZA POPULAR ,584.0,46.645,42.847,200810,PERÚ,PUNO,SANDIA,YANAHUAYA
PERUANOS POR EL KAMBIO ,10938.0,63.438,51.27,201000,PERÚ,PUNO,YUNGUYO,TODOS
FUERZA POPULAR ,6304.0,36.562,29.549,201000,PERÚ,PUNO,YUNGUYO,TODOS
PERUANOS POR EL KAMBIO ,336.0,65.882,56.093,201003,PERÚ,PUNO,YUNGUYO,ANAPIA
FUERZA POPULAR ,174.0,34.118,29.048,201003,PERÚ,PUNO,YUNGUYO,ANAPIA
PERUANOS POR EL KAMBIO ,1399.0,68.144,49.645,201004,PERÚ,PUNO,YUNGUYO,COPANI
FUERZA POPULAR ,654.0,31.856,23.208,201004,PERÚ,PUNO,YUNGUYO,COPANI
PERUANOS POR EL KAMBIO ,314.0,53.13,43.37,201005,PERÚ,PUNO,YUNGUYO,CUTURAPI
FUERZA POPULAR ,277.0,46.87,38.26,201005,PERÚ,PUNO,YUNGUYO,CUTURAPI
PERUANOS POR EL KAMBIO ,595.0,56.345,47.562,201006,PERÚ,PUNO,YUNGUYO,OLLARAYA
FUERZA POPULAR ,461.0,43.655,36.851,201006,PERÚ,PUNO,YUNGUYO,OLLARAYA
PERUANOS POR EL KAMBIO ,165.0,49.401,46.089,201007,PERÚ,PUNO,YUNGUYO,TINICACHI
FUERZA POPULAR ,169.0,50.599,47.207,201007,PERÚ,PUNO,YUNGUYO,TINICACHI
PERUANOS POR EL KAMBIO ,339.0,58.048,49.273,201002,PERÚ,PUNO,YUNGUYO,UNICACHI
FUERZA POPULAR ,245.0,41.952,35.61,201002,PERÚ,PUNO,YUNGUYO,UNICACHI
PERUANOS POR EL KAMBIO ,7790.0,64.306,52.296,201001,PERÚ,PUNO,YUNGUYO,YUNGUYO
FUERZA POPULAR ,4324.0,35.694,29.028,201001,PERÚ,PUNO,YUNGUYO,YUNGUYO
PERUANOS POR EL KAMBIO ,180491.0,44.206,41.197,210000,PERÚ,SAN MARTIN,TODOS,TODOS
FUERZA POPULAR ,227806.0,55.794,51.997,210000,PERÚ,SAN MARTIN,TODOS,TODOS
PERUANOS POR EL KAMBIO ,180491.0,44.206,41.197,,PERÚ,SAN MARTIN,TODOS,TODOS
FUERZA POPULAR ,227806.0,55.794,51.997,,PERÚ,SAN MARTIN,TODOS,TODOS
PERUANOS POR EL KAMBIO ,10719.0,43.269,40.163,210700,PERÚ,SAN MARTIN,BELLAVISTA,TODOS
FUERZA POPULAR ,14054.0,56.731,52.658,210700,PERÚ,SAN MARTIN,BELLAVISTA,TODOS
PERUANOS POR EL KAMBIO ,1279.0,44.225,39.089,210704,PERÚ,SAN MARTIN,BELLAVISTA,ALTO BIAVO
FUERZA POPULAR ,1613.0,55.775,49.297,210704,PERÚ,SAN MARTIN,BELLAVISTA,ALTO BIAVO
PERUANOS POR EL KAMBIO ,1793.0,36.332,34.263,210706,PERÚ,SAN MARTIN,BELLAVISTA,BAJO BIAVO
FUERZA POPULAR ,3142.0,63.668,60.042,210706,PERÚ,SAN MARTIN,BELLAVISTA,BAJO BIAVO
PERUANOS POR EL KAMBIO ,3722.0,44.602,41.123,210701,PERÚ,SAN MARTIN,BELLAVISTA,BELLAVISTA
FUERZA POPULAR ,4623.0,55.398,51.077,210701,PERÚ,SAN MARTIN,BELLAVISTA,BELLAVISTA
